benchmark,duration_ns,uptime_ns,vm_start_unix_ms
dotty,5834352409,504066583,1711113255030
dotty,1535597707,6614304167,1711113255030
dotty,1284163212,8373936323,1711113255030
dotty,1211952312,9870327944,1711113255030
dotty,1059549770,11271358618,1711113255030
dotty,1098106933,12521292118,1711113255030
dotty,932907322,13860590003,1711113255030
dotty,852316205,14938963007,1711113255030
dotty,824529748,15935905552,1711113255030
dotty,835755980,16906136246,1711113255030
dotty,787563266,17887497014,1711113255030
dotty,959541788,18822701043,1711113255030
dotty,886898096,19929288342,1711113255030
dotty,1060976058,20963663906,1711113255030
dotty,904195797,22199061977,1711113255030
dotty,991972311,23280300187,1711113255030
dotty,924058219,24423820919,1711113255030
dotty,891598244,25495490429,1711113255030
dotty,722904786,26532191743,1711113255030
dotty,807645753,27402805829,1711113255030
dotty,845100889,28452040142,1711113255030
dotty,710168839,29444735048,1711113255030
dotty,679233042,30302945616,1711113255030
dotty,760900070,31128845914,1711113255030
dotty,774020484,32036253192,1711113255030
dotty,761561894,32956765629,1711113255030
dotty,751180758,33862672775,1711113255030
dotty,771796512,34758242795,1711113255030
dotty,828383765,35728166492,1711113255030
dotty,1681181089,36731724376,1711113255030
dotty,1325433071,38634435389,1711113255030
dotty,1135979393,40183274022,1711113255030
dotty,1133559453,41598421148,1711113255030
dotty,694534471,42892298056,1711113255030
dotty,713798917,43732456469,1711113255030
dotty,586991826,44618472644,1711113255030
dotty,577993080,45446292626,1711113255030
dotty,575482128,46197537714,1711113255030
dotty,649752417,46947555800,1711113255030
dotty,551684794,47769528637,1711113255030
dotty,607386227,48493260189,1711113255030
dotty,538959607,49244542498,1711113255030
dotty,592887636,49929697531,1711113255030
dotty,532344382,50694821162,1711113255030
dotty,519672525,51373005920,1711113255030
dotty,609733952,52037934354,1711113255030
dotty,540118925,52819948995,1711113255030
dotty,468361892,53505693355,1711113255030
dotty,532418447,54119663719,1711113255030
dotty,549015233,54824233361,1711113255030
