benchmark,duration_ns,uptime_ns,vm_start_unix_ms
dotty,4586607601,455677000,1711113530968
dotty,1474007268,5274377795,1711113530968
dotty,1364649607,6954420479,1711113530968
dotty,1108599741,8541357760,1711113530968
dotty,1183089847,9879416673,1711113530968
dotty,1108245270,11239144361,1711113530968
dotty,957178949,12586611960,1711113530968
dotty,1053230256,13690235449,1711113530968
dotty,896956043,14888722848,1711113530968
dotty,900237847,15931286147,1711113530968
dotty,1226100081,16978103298,1711113530968
dotty,976042205,18378893436,1711113530968
dotty,1006481759,19501035464,1711113530968
dotty,862706956,20653657069,1711113530968
dotty,1057756081,21661457043,1711113530968
dotty,852315561,22865128154,1711113530968
dotty,900871815,23864523874,1711113530968
dotty,957982736,24942421060,1711113530968
dotty,996693623,26046500046,1711113530968
dotty,830991008,27216333338,1711113530968
dotty,873960673,28194768711,1711113530968
dotty,880591846,29244058087,1711113530968
dotty,849685755,30335705909,1711113530968
dotty,977407107,31660021532,1711113530968
dotty,927503930,32811219558,1711113530968
dotty,901804811,33886570865,1711113530968
dotty,901440293,34934224127,1711113530968
dotty,1314607517,36009641668,1711113530968
dotty,1544437575,37549818594,1711113530968
dotty,785837729,39274805683,1711113530968
dotty,684433902,40208926483,1711113530968
dotty,725993666,41040078602,1711113530968
dotty,694826846,41913699087,1711113530968
dotty,685756634,42811780467,1711113530968
dotty,662988244,43644259469,1711113530968
dotty,653464735,44451594741,1711113530968
dotty,716106481,45310635896,1711113530968
dotty,703166332,46171148934,1711113530968
dotty,741281659,47045280013,1711113530968
dotty,657100454,47988958767,1711113530968
dotty,729382230,48791210844,1711113530968
dotty,715659235,49719838112,1711113530968
dotty,698977852,50578777001,1711113530968
dotty,597984709,51422103401,1711113530968
dotty,633787688,52164489703,1711113530968
dotty,634276505,52999630242,1711113530968
dotty,594985801,53778746186,1711113530968
dotty,598439083,54518653800,1711113530968
dotty,660919639,55262003013,1711113530968
dotty,694028797,56069398515,1711113530968
